F_CdSiteHy;X;Y;25/05/2012;25/06/2012;25/07/2012;25/08/2012;25/09/2012;25/05/2013;25/06/2013;25/07/2013;25/08/2013;25/09/2013;25/05/2014;25/06/2014;25/07/2014;25/08/2014;25/09/2014;25/05/2015;25/06/2015;25/07/2015;25/08/2015;25/09/2015;25/05/2016;25/06/2016;25/07/2016;25/08/2016;25/09/2016;25/10/2016;25/11/2016
O1310001;592279.1;6211189;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O1330001;583422.3;6227900;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O1350001;593322.7;6216659.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O1410001;608287.6;6196151;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O1425411;607436;6198946;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O1464011;621924.0623;6204318.851;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;NA;NA
O1494331;607490.2474;6207419.114;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O1510001;623537.2638;6213650.618;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;1;0;0;NA;NA
O1532921;608777.7;6219282.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O1576911;603830.8342;6217071.073;1;1;0;0;0;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;NA;NA
O1584611;597837;6218481.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O1600001;617080.5506;6229056.161;1;1;0;0;0;1;1;1;1;0;1;1;0;0;0;1;NA;0;0;0;1;1;0;0;0;NA;NA
O1610001;610769.9121;6232718.289;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;0;1;1;1;1;0;NA;NA
O1700001;578201.7266;6245220.675;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;NA
O1740001;574903.5;6255928.5;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O1760001;578374;6258590;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O1770001;578597.7394;6255421.816;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O1804051;576857.2;6219366;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O1814041;573030.1;6229632.5;1;1;0;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;NA;NA
O1814042;573451;6223449;1;1;0;0;0;1;1;1;1;0;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;NA;NA
O1824011;568055.9198;6235478.073;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O1830001;569854.8;6237227;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;NA
O2020001;540430.1;6250654.5;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O2034011;550502;6257328;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;NA;NA
O2040001;549659.7;6264389.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;NA;NA
O2050001;556664.6238;6270218.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O2050003;550425.5;6271666;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O2070001;560238.2338;6265701.439;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
O2120001;559324.5438;6281315.116;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O2130001;563883.7044;6281618.897;NA;NA;NA;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O2130002;561610.1;6286102;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O2200001;612321.0081;6238648.585;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;NA;NA
O2222511;593283.7;6254116;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O2230001;604282.5;6256097;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;NA
O2230002;596699.2;6262021;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;NA;NA
O2250001;586664.1;6261453.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O2260001;586299.0914;6271321.336;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O2270001;589938.7867;6272154.715;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O2280001;587183.6107;6277854.09;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;NA
O2280002;587028;6282435.5;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;NA
O2304021;608326.3736;6276105.288;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;NA;1;1;1;0;0;NA;NA
O2304022;609275.4746;6274906.643;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;NA;NA
O2310001;605188.6;6273549;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;NA
O2324011;608738.1;6266289;1;1;0;0;0;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;1;0;0;0;0;NA;NA
O2330001;591638.6388;6286704.144;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O2410001;520046.8452;6247956.07;1;0;0;0;0;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;NA;NA
O2440001;522099.3;6257245;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O2462931;527506.8198;6267667.781;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;NA;NA
O2470001;532427.2215;6264544.381;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;NA
O2480001;536200.8866;6265326.835;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O2517411;540181.6414;6267925.837;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;NA
O2517412;543565.3987;6275230.162;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;NA
O2530001;549498.8;6285395.5;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O2540001;550962;6284752.381;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
O2550001;559745.6686;6290661.39;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O2610001;554958.5;6295165;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O2610002;554929.185;6300657.682;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O2610003;559425.4;6302427;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O2630001;554527.8751;6307988.057;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O2650001;547716.1502;6308630.897;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;NA
O2670001;543942.0886;6309215.982;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;1;1;1;0;NA;NA
O2720001;512958.3414;6260898.02;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;NA;NA
O2760001;533695.732;6283944.203;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;NA;NA
O2810001;537029.5631;6287429.797;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;NA
O2830001;534237.6206;6297597.793;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;0;0;NA;NA
O2910001;534143.978;6316865.756;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O2940001;543558.4676;6327983.807;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O3006711;768575.8784;6365344.979;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;NA;NA
O3026211;754099.3811;6369361.531;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O3070001;753271.8025;6349776.11;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;NA;NA
O3100001;746035.5161;6367604.645;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O3210001;709670.9251;6347845.129;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;0;NA
O3230001;704741.3;6344806.5;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA
O3354311;729819.23;6330852.745;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;NA;NA
O3354312;731665.7856;6332038.546;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O3424031;698573.0073;6328300.19;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA
O3440001;696440.1;6341547.5;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;1;NA
O3500001;692408.2;6287594.5;1;1;0;0;0;1;1;1;0;0;1;1;1;1;1;1;1;0;0;NA;1;1;1;0;0;NA;NA
O3510001;702474.9;6298527.5;1;1;0;0;0;1;1;1;0;0;1;1;0;0;1;1;0;0;0;1;1;1;0;0;0;1;NA
O3584621;691970.3;6318736.5;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;NA
O3601021;675630.0635;6317015.247;1;1;0;0;0;1;1;1;0;0;1;0;1;1;1;1;0;0;0;0;1;1;1;0;0;1;NA
O3760001;669724.5564;6313312.209;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;NA
O3774011;667101.3223;6317499.543;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA
O3840001;646374.2065;6315399.74;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;NA;NA
O3940001;619536.2;6312154;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;NA;NA
O4010001;682878.6625;6277745.488;1;1;1;1;NA;1;1;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O4021011;688191.4285;6287647.042;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;NA;NA
O4030001;682453.4;6291132;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;NA;NA
O4210001;649706.1;6283819;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;NA;NA
O4300001;671465.9;6263334.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;NA;NA
O4316911;658420.3336;6264769.356;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;NA;NA
O4394031;640295;6269292.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;NA;NA
O4500001;632393.7;6260154.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;NA;NA
O4514031;623314.7;6262112.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;NA;NA
O4544021;627952.2;6270867;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;0;0;NA;NA
O4550001;634957.7;6272878.5;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;NA;NA
O4610001;630740.2;6286950;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;NA;NA
O4610002;630962.2225;6286605.928;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;1;1;1;0;0;NA;NA
O4640001;620292.157;6281564.123;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;NA;NA
O4680001;612148.1;6291065.5;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;0;0;NA;NA
O4704031;655776.2;6302785.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;NA;NA
O4704032;667382.8;6300724;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;NA;NA
O4710001;656400.1631;6307810.854;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;NA;NA
O4745611;638019.4804;6295039.799;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;NA;1;1;1;0;1;NA;NA
O4760001;634331.3;6303495.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;NA;NA
O4780001;625034.4508;6301730.619;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;1;1;1;0;0;NA;NA
O4920001;580025.7756;6300788.41;1;0;0;0;0;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;1;1;1;0;0;NA;NA
O4931011;573205.2;6303630;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O4931012;570393.8;6306350.5;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O4931013;574893.8038;6309643.606;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O4941011;564341.9313;6311870.545;1;1;0;0;0;1;1;1;1;1;1;1;0;1;0;1;1;0;1;1;1;1;1;1;0;NA;NA
O4941012;570084.6808;6317463.337;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;NA;NA
O4950001;596321.6512;6313556.908;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;NA;NA
O4960001;579781.7663;6315988.74;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O4970001;591276.6;6319169;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;NA;NA
O4970002;586449.4;6319041.5;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O4991031;561145.4412;6332228.244;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O5000001;705932.084;6354515.192;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA
O5060001;677940.3299;6364795.934;1;1;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA
O5100001;670866.8186;6354574.21;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;NA
O5120001;656054;6363727.5;1;1;0;0;0;1;1;1;0;0;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;NA
O5200001;643850.9;6370379.5;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;NA
O5210001;634300.4;6369559.5;1;1;0;0;0;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;NA
O5270001;628283.7;6348617.5;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA
O5322911;681759.4;6353737;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;NA
O5330001;691335.4937;6344164.149;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA
O5350001;677655.5648;6347346.371;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA
O5390001;650990.5;6343551;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA
O5490001;649704.7;6344607;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA
O5552911;624769.2;6341688;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;NA;1;1;1;0;0;NA;NA
O5602521;610331.8;6348391;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O5610001;654671.7623;6331118.162;1;1;0;0;0;1;1;1;0;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;0;NA
O5640001;638166.7;6332503;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;NA;NA
O5730001;604423.1;6321421;1;1;0;0;0;1;1;1;0;1;1;1;1;1;0;1;1;0;0;NA;1;1;1;0;0;NA;NA
O5762511;587898.8045;6334709.82;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O5770001;585469.8;6327116.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O5800001;591738.3567;6351079.925;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O5810001;591092.1;6343863.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O5830001;579592.7924;6339568.368;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;NA;NA
O5854011;576239.6;6328963.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O5854012;573794.3;6327800.5;1;0;0;0;0;1;1;0;1;1;1;1;0;0;0;1;0;0;0;1;1;1;1;0;0;NA;NA
O5870001;562495.3598;6332275.687;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O5901011;559241.1786;6333983.746;1;0;0;0;0;1;1;1;1;0;1;1;0;0;0;1;1;0;1;0;1;1;1;1;1;NA;NA
O5901012;557074.6;6334214.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O5920001;573247.5;6350166.5;1;1;1;0;0;1;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;1;0;0;NA;1
O5920002;566565.2559;6342879.703;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O5930001;569209.0382;6343240.902;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O5950001;573645.8519;6355039.104;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1
O5964021;557610.7729;6344358.929;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
O5970001;549496.1795;6335663.629;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
O5990001;544377.89;6335072.297;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O6000011;533053.5792;6330345.603;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O6000012;530132;6325462.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O6000013;537297.741;6329395.519;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O6010001;536964.2;6336067;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O6020001;507822.7575;6254156.391;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;NA;NA
O6070001;523685.0375;6302205.17;1;1;0;0;0;1;1;1;0;0;1;1;1;0;0;1;1;0;0;0;1;1;1;0;0;NA;NA
O6070002;523563.2159;6298805.194;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O6080001;523390.6932;6309325.282;1;1;0;0;0;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;1;1;0;0;NA;NA
O6110001;572306.1;6357918.5;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;0;NA;1
O6110002;556492.8637;6350346.935;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O6125011;565257.8607;6361716.474;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;NA;0
O6125012;560766.3;6364017;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;NA;1
O6125013;552241.7;6355150.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O6125014;551901.9786;6352391.212;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
O6134011;534214.2;6338867;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O6150001;517092.9303;6321648.722;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;NA;NA
O6150002;521233.9647;6334476.953;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O6160001;517358.6297;6338675.333;1;1;0;0;0;1;1;0;0;0;1;1;1;1;NA;1;1;0;0;0;1;1;1;0;0;NA;NA
O6170001;558482.63;6367370.136;1;1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;0;NA;1
O6170002;532611.486;6349787.783;1;1;1;0;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;NA;NA
O6170003;537550.9;6346691.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O6180001;525003.3;6354021.5;1;1;1;1;1;1;1;1;0;0;1;1;1;1;NA;1;1;0;0;1;1;1;1;0;0;NA;NA
O6180002;536470.081;6356356.586;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
O6180003;536547.8;6360020.5;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;NA;NA
O6194611;516147.4;6344183;1;1;0;0;0;1;1;1;0;0;1;1;1;1;NA;1;1;0;0;1;1;1;1;0;0;NA;NA
O6254011;500817.0698;6273580.836;1;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;NA;NA
O6254012;502527.7506;6280394.92;1;1;0;0;0;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;NA;NA
O6302521;510648.1296;6281632.365;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;NA;NA
O6320001;512253.488;6296301.488;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;1;0;1;0;NA;NA
O6332512;506984.2985;6304187.124;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;NA;NA
O6340001;505457.39;6312703.586;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;NA;NA
O6350001;503850.4676;6323223.787;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;NA;NA
O6360001;507842.236;6327124.664;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA
O6370001;512130.5;6336974.5;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
O6400011;508403.5979;6342177.531;1;1;0;0;0;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;NA;NA
O6410001;515985.119;6351207.647;1;1;1;0;0;1;1;1;1;1;1;1;1;1;NA;1;1;0;0;1;1;1;1;1;1;NA;NA
O6410002;511638.3;6353989.5;1;1;0;0;0;1;1;1;1;0;1;1;1;1;NA;1;1;0;0;1;1;1;1;0;0;NA;NA
O6410003;504712.0495;6344983.973;1;1;0;0;0;1;1;1;1;1;1;1;1;1;NA;1;1;1;0;1;1;1;1;1;1;NA;NA
O6420001;498636.1918;6347840.818;1;1;0;0;0;1;1;1;0;1;1;1;0;0;NA;1;1;0;0;1;1;1;0;0;0;NA;NA
