Code;X;Y;A;eco01res;eco02res;eco03res;eco04res;eco05res;eco06res;eco07res;eco08res;eco09res;eco10res;eco11res;eco12res;eco13res;eco14res;eco15res;eco16res;eco17res;eco18res;eco19res;eco20res;eco21res;eco99res;HER1;ObsPost2012;KGE_Sim;;0;;;;;;;;;;;;;;;;;;;;;;;;;;
V0325010;930500;2149500;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2277;0.634459601662916;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W0300010;926500;2062500;0.00378;0;0.99622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1340;0.645240819870215;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W2222010;882500;1985500;-0,00001;0;0.56263;0;0;0.07475;0;0.36263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0.78382246618231;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W2764010;887500;2019500;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;975;0.676093982936876;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X0100010;938500;1996500;0.00365;0;0.99635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1340;0.721978496709675;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X0130010;935500;1982500;0.00202;0;0.99798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2251;0.751512808515003;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y6614010;1021500;1907500;0.08696;0;0.91304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2217;0.690596104935118;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1402020;945500;2340500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2283;0.786890108882251;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1432010;953500;2327500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2283;0.827896072246793;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1502040;955500;2337500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2283;0.820816660254612;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1522020;962500;2335500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2283;0.807694971792212;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A2012020;954500;2346500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2283;0.894998415365421;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A2512010;976500;2389500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2283;0.834173582776917;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A2732010;964500;2401500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1917;0.846067105604243;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A3422010;967500;2425500;0;0;0;0;0.85946;0;0;0;0;0;0.14054;0;0;0;0;0;0;0;0;0;0;0;0;4;2283;0.891785719335589;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A4020610;933500;2328500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2283;0.805065345390406;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A4050620;923500;2332500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2283;0.738800963778881;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A4173010;925500;2349500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2283;0.888152174610317;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A4200630;917500;2348500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2283;0.850825116429577;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A4250640;905500;2361500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2283;0.914446906025721;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A6001010;945500;2364500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2283;0.806150094569606;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A6051020;944500;2375500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2283;0.725125800625191;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A6151030;935500;2385500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2278;0.785687145480598;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A6232010;935500;2389500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2272;0.626358766654147;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U0415010;913500;2322500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2283;0.885572675817955;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U1004010;924500;2320500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2283;0.838244887226715;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U2345020;936500;2314500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2283;0.87108912805991;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V4414010;814500;1962500;0;0;0;0;0;0;0.04918;0.95082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2283;0.79522264771344;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V4455010;807500;1952500;0;0;0;0;0;0;0.2125;0.7875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2283;0.882387121941656;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V5014010;764500;1953500;0;0;0;0;0;0;0.10476;0;0.89524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2283;0.877416797046399;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V5474010;775500;1912500;0;0;0;0;0;0;0.6537;0;0.3463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2195;0.910475059972604;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V6052010;818500;1919500;0;0;0;0;0;0;0.22051;0.77949;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2118;0.786309191394345;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V7135010;728500;1898500;0;0;0;0;0;0;0.22727;0;0.77273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2283;0.829522499598238;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V7184010;766500;1883500;0;0;0;0;0;0;0.55611;0;0.44389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0.954546494694268;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X2602010;907500;1868500;0;0;0.23213;0;0;0;0.03985;0.72802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0.753828845231293;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y0245210;627500;1717500;0.0625;0;0;0;0;0;0.9375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2283;0.613267193160797;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y0255020;627500;1721500;0;0.3125;0;0;0;0;0.6875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1911;0.617902183628625;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y0284050;650500;1731500;0.0327;0.32425;0;0;0;0;0.64305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0.734633105528324;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y0464030;618500;1739500;0.01013;0.96049;0;0;0;0;0.02938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2283;0.700652188218307;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y0474030;643500;1744500;0.00757;0.73959;0;0;0;0;0.25284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2283;0.634285476056592;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y0474040;646500;1745500;0.00717;0.70086;0;0;0;0;0.29197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;914;0.668339767718275;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y0624020;615500;1753500;0;0.45581;0;0;0;0;0.54419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2283;0.827656885536871;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y0655010;633500;1757500;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2243;0.820543543777477;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y0664040;630500;1752500;0;0.191;0;0;0;0;0.809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2283;0.603753832818188;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y0674020;643500;1752500;0;0.16477;0;0;0;0;0.83523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0.630530513946063;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y0824010;640500;1781500;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2273;0.616778417206758;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y2102010;712500;1878500;0;0;0;0;0;0;0.06667;0;0.93086;0;0;0;0;0;0;0;0;0;0;0.00247;0;0;0;6;2283;0.845997052117014;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y2132010;706500;1866500;0;0;0;0;0;0;0.30009;0;0.69808;0;0;0;0;0;0;0;0;0;0;0.00183;0;0;0;6;0;0.904766802998622;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y2132020;705500;1863500;-0,00001;0;0;0;0;0;0.30957;0;0.68863;0;0;0;0;0;0;0;0;0;0;0.00181;0;0;0;6;0;0.920546887703826;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y2584010;666500;1821500;0;0;0;0;0;0;0.10404;0;0.89596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2279;0.896348929291205;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y3464010;749500;1851500;0;0;0;0;0;0;0.97739;0;0.02261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;102;0.827214784289496;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y3514020;758500;1864500;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2283;0.869319497802699;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y4002010;874500;1837500;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;34;0.779056701523739;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y4122010;842500;1838500;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0.857076518500314;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y4604020;900500;1806500;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2130;0.91269406845328;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y4615020;907500;1805500;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2283;0.808373261794322;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y4624010;910500;1800500;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2283;0.844319003897251;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y5005210;892500;1839500;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;803;0.836489780112043;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y5032010;897500;1841500;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2283;0.870600376370964;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y5032020;908500;1836500;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0.884089706957695;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y5105010;910500;1834500;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2283;0.843550400133477;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y5112010;914500;1838500;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2220;0.806740930182475;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y5235010;937500;1841500;0;0;0;0;0;0;0.28571;0.71429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2283;0.707787000757559;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y5534030;971500;1852500;0;0;0;0;0;0;0.56505;0.43495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2213;0.799978989821141;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y5534040;972500;1851500;0;0;0;0;0;0;0.57006;0.42994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0.787707259411293;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y5615030;987500;1862500;0;0;0;0;0;0;0.32975;0.67025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2213;0.798932959830003;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1173210;731500;2150500;0;0;0;0.06421;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04815;0;0;0;0.88764;0;17;2282;0.796411754250167;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1383010;733500;2165500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.38341;0;0;0;0.61659;0;17;2282;0.918630330103943;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1563010;701500;2167500;0,00001;0;0;0.30886;0;0;0;0;0;0;0;0;0;0;0;0;0;0.38227;0;0;0;0.30886;0;17;0;0.903214830962798;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1724210;710500;2215500;0;0;0;0;0;0;0;0;0;0;0.0625;0;0;0;0;0;0;0.08929;0;0;0;0.84821;0;17;2283;0.937957342890361;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1773010;693500;2206500;0;0;0;0;0;0;0;0;0;0;0.49551;0;0;0;0;0;0;0.14513;0;0;0;0.35936;0;17;2283;0.910884216012053;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K2783010;674500;2101500;0;0;0;0.22607;0;0;0;0;0;0;0;0;0;0;0;0;0;0.33981;0;0;0;0.43412;0;17;2283;0.688546839985896;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K2951910;690500;2092500;0;0;0;0.94786;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05214;0;0;0;0;0;17;0;0.775129816872821;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K3373010;667500;2140500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01075;0;0;0;0.98925;0;17;2283;0.826162060879298;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O3121010;690500;1926500;0;0;0;0;0;0;0;0;0.71044;0;0;0;0;0;0;0;0;0;0;0.28956;0;0;0;19;1340;0.938869137975522;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O3141010;671500;1914500;0;0;0;0;0;0;0;0;0.44588;0;0;0;0;0;0;0;0;0;0;0.55412;0;0;0;19;2283;0.799427595443434;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O3154010;688500;1909500;0;0;0;0;0;0;0;0;0.56522;0;0;0;0;0;0;0;0;0;0;0.43478;0;0;0;19;0;0.775990220285399;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O3364010;677500;1895500;0;0;0;0;0;0;0;0;0.31498;0;0;0;0;0;0;0;0;0;0;0.68502;0;0;0;19;1340;0.84890248553143;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O5055010;640500;1934500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;19;2282;0.82577110298468;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O7041510;685500;1943500;0;0;0;0.23176;0;0;0;0;0.3176;0;0;0;0;0;0;0;0;0;0;0.45064;0;0;0;19;1340;0.856155690942052;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O7094010;673500;1945500;0;0;0;0.81182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18818;0;0;0;19;2283;0.919276237573439;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O7101510;668500;1937500;-0,00001;0;0;0.48404;0;0;0;0;0.1277;0;0;0;0;0;0;0;0;0;0;0.38827;0;0;0;19;2283;0.848929447107716;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I3131010;407500;2423500;0,00001;0;0;0;0;0;0;0;0;0.53471;0;0;0.46528;0;0;0;0;0;0;0;0;0;0;12;975;0.882263764732047;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J0121510;315500;2380500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.865599666161254;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J0144010;321500;2388500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.864210282136881;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J0323010;302500;2399500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.83167265230511;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J0626610;274500;2372500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.92551646964476;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J1813010;201500;2427500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.960288478922427;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J2603010;148500;2412500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.901307093078857;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J2723010;137500;2414500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.959277268589664;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J3024010;127500;2421500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.931246809869073;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J3205710;104500;2414500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.921335617161338;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J3713010;166500;2386500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2280;0.887908059656687;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J3733010;157500;2377500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.965113075297628;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J3811810;141500;2369500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.915067131742605;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J4211910;122500;2354500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.945255486487676;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J4214510;128500;2361500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.799342797259864;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J4224010;126500;2351500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.912127684927982;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J4313010;118500;2354500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;1609;0.918757623359153;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J4514010;137500;2336500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.862870455813327;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J4614010;145500;2341500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.923753870707334;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J4712010;166500;2355500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;0.93502093840324;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J4734010;159500;2357500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.868535660841843;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J4742010;167500;2340500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;1965;0.816568697611613;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J4803010;153500;2347500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.872465050478009;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J4813010;160500;2337500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.835134299979306;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J4902010;160500;2336500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;0.890024084745015;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J5102210;170500;2338500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.844786106140353;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J5412110;200500;2369500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;975;0.907028267927748;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J5613010;203500;2334500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.796387763976062;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J5704810;186500;2337500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.911079346363769;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J7010610;335500;2353500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.821508533336001;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J7024010;343500;2351500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.922418589361739;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J7060610;318500;2352500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;0.930241627785143;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J7083110;313500;2359500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.900521434887894;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J7353010;280500;2357500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.895035670744369;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J7483010;299500;2344500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;814;0.854388947956068;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J7633010;305500;2325500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.946994043893631;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J7824010;297500;2309500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.943033110837132;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J7973010;276500;2318500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.893122426789501;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J8363110;248500;2343500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.736538864494039;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J8433010;221500;2327500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;0.817017275656431;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J8602410;265500;2342500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2264;0.726344436514308;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J8813010;240500;2314500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.849848669395796;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M0050620;424500;2379500;0;0;0;0;0;0;0;0;0;0.80968;0;0;0.19032;0;0;0;0;0;0;0;0;0;0;12;2283;0.828880436651319;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M3040910;397500;2393500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;0.861848892037603;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M3103010;380500;2404500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2282;0.905042487971265;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M3230920;383500;2378500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.910701999117759;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M3323010;366500;2357500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.903469469780097;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M3423010;375500;2343500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.917775261024128;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M3771810;355500;2311500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.925368472040364;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M3774010;353500;2314500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;2283;0.918759830872772;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M3861810;365500;2302500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;0.963468665285494;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M5102010;393500;2249500;0;0;0;0;0;0;0;0;0;0.21488;0;0;0.78512;0;0;0;0;0;0;0;0;0;0;12;2283;0.710371295628188;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M5222010;373500;2262500;0;0;0;0;0;0;0;0;0;0.13195;0;0;0.86805;0;0;0;0;0;0;0;0;0;0;12;2283;0.732061642022788;;;;;;;;;;;;;;;;;;;;;;;;;;;;
